ID	Text	Labels
C10.89	"May God Bless You  
Wis u a very happy EVER AFTER"	(NAG,NGEN,NCOM)
C100.18	"Meteei hyba Ming d yamna full meaning ne,,, Adu khang dabagi natro,, khang
daba gi asi gumba wahei se mi nasu hyrak PA natro,, dress do change twro,,
Nupi hyba se,dress khak nasu mise respeck lei bane, khang bi o echan...."	(OAG,GEN,NCOM)
C101.781	"Eikhoi miyamsi khara pija pithak twraga peisa khara piraga pangya yani..cab na
issue oiroi haibasi fajana khangii..aduna wajao nganglili...miyam mikp
thoklase..."	(CAG,NGEN,NCOM)
C101.913.3	Dr Nara ninehee	(NAG,NGEN,NCOM)
C10.110.1	Nggi nachangadi leitro	(NAG,NGEN,NCOM)
C101.333	"pollitics touba myamse ubada ware aduna bjp su congress su bhotti kararoi
handakti nara or kaikuna bhotti karani yengu nakhoi mayam"	(CAG,NGEN,NCOM)
C115.178.2	"we da nagas wer not mean to break break kangleipak  
Nwe will never break territorial integrity but we will hav direct
administration with centre development work will be done in nagas inhabitat
areas dats all  
  
1 second ago"	(CAG,NGEN,NCOM)
C108.62	Nupase Meitei mcha ntrro	(NAG,NGEN,NCOM)
C101.896	"Vote se hayeng ne esana piningba praty Da vote piba yai adubu Manipur kanse
hairagadi BJP Da vote pifam thoklibra eigi oinadi BJP nttaba party Da pirni
.BJP pmdba. .Plz like twbirmmo"	(CAG,NGEN,NCOM)
C95.394.5	Kh Shahid Dayan heit tumin leiyu ngna marol ama 😄😄😄	(NAG,NGEN,NCOM)
C10.27	"Ash Pangal macha singse fatti fattaba jatnihe..... Piriba comment myam
singsinasu fjna takae"	(CAG,NGEN,COM)
C101.364	Bjp pumo	(CAG,NGEN,NCOM)
C101.826	Oja tiken nangna nganglido bjp gi manifesto yaobro?	(NAG,NGEN,NCOM)
C101.157	"Ngac fao ynglkpada bjp na marei Da tou lei adusu pngsngda snggtlaga daraj Na
hngba khuding su paokhum piba ngmde.. ADUOIRASU hairadi loijare bjp gi di..."	(CAG,NGEN,NCOM)
C95.174	"History khita semhlninge maipak ningthou d pangal gi cso amatasu yaodana how
kamaina makhoina amk history semdoino  
Mkhoi masagi identity khngjadre aduna mkhoi masel marakta ani ahum thokli
aduga aduma hal na tajillaga history ama hal na selhlninge migi atoppagi kolna
semhlninge history history haidu makhoi taryny🤭🤭🤭"	(NAG,NGEN,NCOM)
C10.144	Nungaiba oiro	(CAG,NGEN,NCOM)
C105.22	Mapa mapu masak khngdabana masase kanano khngdre apunabana pure	(CAG,NGEN,NCOM)
C108.85.2	"Jungle j ma loinaaa nupa g ni na nongsaa lion na hairaju luhong bei fhibm ama
lak narani adeii sara mira gyn tadaba ama pok lak aga fajarani"	(CAG,GEN,NCOM)
C10.1.1	"@simple guy nathw nte noi napagi lmlo menai macha gi wangang sangangdu twnune
taba ym waiko manipur c noi napa na saba lamlo haa"	(OAG,NGEN,NCOM)
C10.132.1	Nakhoi terrorist mayam se yengningde Pakistan da LOI chtkhro	(CAG,NGEN,COM)
C10.150	"Nungai yaifna pnb oiyuko nkhoi ani ngdi Muslim mrktei athoibini asuk
chaokjtlba mtmcda jat khairiba muslimcngse ngna yde haiba para ama tmbirmmise
ymna frbni God bless u"	(NAG,NGEN,NCOM)
C101.450	Bjp se khara nungsirambani adubu handakti pellehe ibobina faramanleda	(CAG,NGEN,NCOM)
C10.116.1	"noina ningjariba allahduda magi nungai yaifanaba nibibd kedwe ha sorgado
honluranudan meitei machana honkhrad noi allahdun atopa dramag Mari thamba
yade hard atopa planeta khngaba noi pangalse meitein yokpirkpn meiteig e yaoe
haibse kaonu noi allahdan lai nte khngb migi darmada base yam twrknu"	(CAG,NGEN,COM)
C101.428	"Ema leibak Manipur bu kange manghalloi khllagadi BJP dadi vote thadararoisi..
Video cda bjp gi response c tabada yam wai..  
Mayam peisa khragidamak esagi vote/hak pu pithokloisi.. Eikhoi mayam mikap
thoklasi..  
LONG LIVE MANIPUR"	(CAG,NGEN,NCOM)
C130.108	"Nupi ahanduna oktaba mayam fabada yaobadadi ministergi nupini prestige sokpa
yade hyduna Maya ngangsang ngangbi meira paibi kharana kanbikhiba YouTube sida
hwjikfaoba record leiribani, thongjugi meirapaibising peisa paibi nupigi
michang changlise mayek yamna senge"	(CAG,NGEN,NCOM)
C108.49	Nupasidi fajei yam animk yam lemme	(NAG,NGEN,NCOM)
C95.269	Noi mi kayana sabano maipak ningthou hairiba group si	(NAG,NGEN,NCOM)
C95.386	zalal c oja md shamu yaoramadi neigdbne	(NAG,NGEN,NCOM)
C101.86	"Raj Nongthombse makok ngaore ....angangmacha ngangnabadu ngaikhre anchor na
haibafao tabide ....."	(NAG,NGEN,NCOM)
C130.12	Penlaha twri mayemse Bisworjit heibare keino menai do hatokage fadoina	(OAG,NGEN,NCOM)
C115.122	"Manipurgi amadi centergi bjp na manipurgi ngamkhei phajana ngak shenli
manipuri meeyam ningtham thashida pheijup chingkhatlaga nungaina tumdua leishi"	(NAG,NGEN,NCOM)
C101.498	"Hndak ki thambal c nong chuba watpana thambal c nambul turel da oina satlani
manam su yam namthirani"	(CAG,NGEN,NCOM)
C101.507	Oja ratan kumar gi last ki wahei se fajei Congress zindabad	(NAG,NGEN,NCOM)
C100.40	"Ebemma Ng meitei nupige fijol c setnadre adudagi soirakpasu youye ko nupa
ngakna lanba nate"	(OAG,GEN,NCOM)
C101.860	"BJP gi supporter di amata yengbraba malle comment su amata piraktre. Yengladi
moisu BJP dagi attopa party da wakhal hongkhranina yengdraba oiramdou malle."	(NAG,NGEN,NCOM)
C105.39	Sakthuni cdi	(OAG,NGEN,NCOM)
C101.287	"Bjp yadaba mayamna vote ti adum piri. politician su public su loina machin
thire natro mayam. Atei development oiba manunghutna pangthokpiro impact"	(CAG,NGEN,NCOM)
C130.40	"Nupana bu pamdradi badanam piraga khainaba haonasani aduga jun2 shu mayam na
yamna exposed taokhre adudi karigi khainade macha dum pokthokhre nokninge
seita"	(CAG,NGEN,NCOM)
C101.913	"BJP loire handakti Outer dana Congress Inner dana CPI natraga CONGRESS or
KAIKU."	(NAG,NGEN,NCOM)
C101.717.1	No 2 tourasi handakti	(NAG,NGEN,NCOM)
C95.359.3	Yam chumba wafam ni..	(CAG,NGEN,NCOM)
C10.161	"Nungaina pallo apangba kok yaodaba mi manba sha mayamdugi wathi warem
tarunu,support tourii👍👍👍👍👍👍👍👍👍👍👍"	(NAG,NGEN,NCOM)
C95.399.1	Mani akhoidi laten kwgera lantern kwgera Gyan taraga Loire 21st century ne	(NAG,NGEN,NCOM)
C115.202	Naga gi su miyam lei Naga na su twrk kani	(NAG,NGEN,NCOM)
C101.824.3	Chumme	(NAG,NGEN,NCOM)
C115.213.1	Lan pambro??	(OAG,NGEN,NCOM)
C95.61	"Naga peace talk ki mei hwringeisida atoppa wakhal amada eikhoibu luchingnba
hotnb wathi haige. Unemployed eikhoi keidwjw haino karigi Panghal Meitei.
issue factory marang kaimnkhre Jai PubG."	(CAG,NGEN,NCOM)
C101.858	Mu gi wathok phao ngamdraba bjp na cab tadi Kari ngamdouriba haha	(CAG,NGEN,NCOM)
C95.6	"Sakthu noina lwra khanhdanaraa, ei metei machaa ni maram ema rol metei ni
aduga eigi religion d muslim ni aduna, eigi jaati d metei ni aduga dharma na
pangal or muslim ni"	(OAG,NGEN,NCOM)
C101.459	"Eyamba Raj gumba anchorje atangbni eikhoi hanghalningba wahang kaya hangli
nupa yam thoke"	(NAG,NGEN,NCOM)
C101.104	Vote ta peisa henba candidate vote thadaroi	(NAG,NGEN,NCOM)
C130.11	Idiot bishorjit	(CAG,NGEN,NCOM)
C108.14	Kainadaba oiyu leibakta tamlamlabana takta kaidana nuingai na paloko	(NAG,NGEN,NCOM)
C101.779	Bijoyse ngaore tikensu yaori ngaobada layengbina mymda haijari nungaite ubada	(CAG,NGEN,NCOM)
C101.502	Loirkpeicna enung nunggyre	(NAG,NGEN,NCOM)
C101.256	Oja bijoyna khumba taraga kitangdi khangjarae thank u	(NAG,NGEN,NCOM)
C130.15	"Nakhoina leibaki. Thou pubani angam ngambani haina khuding yarani kanduna
atanbi hekta oisinba karigino kanano thidaba chatnabi oina ngaihak nungaiba
pamlubagi awaba tabani yanaba hotnou Manil naiganu khunai sigi angang nupi
loina mtou tamge hairani"	(CAG,GEN,NCOM)
C101.760	Masi g Tiken ase amuk lak a ebunggo ng udrene nungairmbanihe	(CAG,NGEN,NCOM)
C115.171	Only INDIA 🇮🇳🇮🇳	(NAG,NGEN,NCOM)
C101.867	"kayada mana ngang eno yengu.  
""oidaba ngange hairadi latkanu haiduni anise na ngang ese"""	(CAG,NGEN,NCOM)
C101.504	Mongmei chindolda Esamak bjp da vote leplasu ei esana thadajararoi	(CAG,NGEN,NCOM)
C101.888	BJP👎🤦🙉🙈	(CAG,NGEN,NCOM)
C101.735	Pupu tiken chimpanjii manbaouu pupu biyoy yahobau kngyettt mkha yam taningde🤐	(CAG,NGEN,NCOM)
C95.226	"Eikhoise adu Ada thinadbida human biengs ama oina nungc chanana hingminarc
keidwrge eikhoi Santi pmme engna chikna amukta hingminnase"	(NAG,NGEN,NCOM)
C10.119	"nungc ne asuk thamoi sengna hyjarise moi pangAl singse nungcbAka poktra
jatla..... saktasingse"	(CAG,NGEN,NCOM)
C12.58	"Chtlaheyyy ng wathi do ym ware ebungo ng kym chaokhtpa mino ngbu mayang da
support ym twrido mayang nupi lwbro haaaa skthu"	(CAG,NGEN,NCOM)
C115.96.1	Go war Meiteis vs naga	(CAG,NGEN,COM)
C101.121	Ee fajana kare BJP noi...	(NAG,NGEN,NCOM)
C101.120	"BJP ju Congress Loimk corruption Party ngktni Corruption oiribei mrmdi Manipur
Gi praja Meeyamn Oihnb Vote Pibd Peisa n Vote leihnb Adug Bjp ftte Congress
ftte adu oitaD Afab ama khllg Leader sintoka Loire Manipurgi Praja Meeyam
singse ei dwn Loi khllmaD Kym Developed oirmni"	(CAG,NGEN,NCOM)
C101.249	BJP gi spokesperson anise neiyene 👍👍👍👍👍👍👍	(NAG,NGEN,NCOM)
C105.32.3	"@MixVidz Entertainment hahaha... nangna hairido...Namado yamna oklamde hai
....aduna nangsu oktabane.... oktabane na oktaba wa su ngangbane...."	(OAG,GEN,NCOM)
C130.165	"Kanana chummi kanana lanli haiba khngjade,adubu praja miyam see Gyan tabadi
fei,leibak sinba thungna nupi atombiga keina katkhare khngna 2,nupi ahansu
hanjin 2 party tourambagi fakhibagi report leiraba,nupi anigi nupabu thongju
kendragi miyamna hanjin 2 mirep oina thagatkhrida.Thongju gi praja sing wakhal
khandabio."	(CAG,NGEN,NCOM)
C108.40	Eramdam se yansinb ee ngkta ngaidore khllubda ym nungaite	(CAG,NGEN,NCOM)
C101.477	BJP NA VOTE KAREEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEE	(NAG,NGEN,NCOM)
C12.95	Yu budi yarene bhai,nattba wakhal dudi ng thingba ngmdro	(NAG,NGEN,NCOM)
C115.221	Manipur gi apunva sktm kyba yaroi.....	(NAG,NGEN,NCOM)
C101.303	"ei keim pamde bjp noina vote karingeijida thbk amata happmuje eigi SI ra
Constable la Choukidar ra any job yai voteti pigrbni thbk thoubdi
ntte😂😂😂kadoumandre"	(NAG,NGEN,NCOM)
C101.25	"Funingey eidi noi loi funingey  
One on one figjt touje thunuba mayam noi"	(OAG,NGEN,NCOM)
C95.398.4	Thibot.... Munna tao kangyt ntte	(OAG,NGEN,NCOM)
C101.374	sajikumba charu chanai chaba_ _______	(CAG,NGEN,NCOM)
C101.933	"Upload twbse khra khajik tang nganna twbirk adi ym nungai jagani...ngaiba ym
wai.."	(NAG,NGEN,NCOM)
C95.54	"Oja jalal na haibiriba wafamc yam chumi hainingi historycal contects ta
yengluragdi."	(NAG,NGEN,NCOM)
C10.119.3	Daina Laishram adune eina hyning ese hahah	(NAG,NGEN,NCOM)
C101.899.1	Congress t	(NAG,NGEN,NCOM)
C130.158	Adom Soirure Haibadudi, Nasana Yajarabo ?🕵	(CAG,NGEN,NCOM)
C101.310	Da Raj na henna MEI chatli hea	(NAG,NGEN,NCOM)
C101.32	Bjp mutlo noida	(OAG,NGEN,NCOM)
C33.21	"Eikhoi Manipur Meitei Echin Enao sing se Sha Kei Nongsha singdei henna
minungshi chendre asengba tugatchei22222 Me bu suk thina fubiba hwnabro Ahal
laman, Police achouba luchingba me kasi anta leinadra jaatla esa2 esagi
khushina loina twrage paallage khallabo Meoibagi punshi hyc yaam taangbni
shikhra matungda amak halkkadba ntte fjana taakpiba tambiba yai soikhibadu
fjana hynaraga gyn loina tanabani ko as ngyte cgi video c yengbada kapninggi
Tuu maal yungkhatli"	(CAG,NGEN,NCOM)
C101.544	"Hntkt BJP kaire tourise nungaiteda Miyamna gyan tarasu tadradasu CAB na
northeast ta address phjana pibdabanina matngcda amuk khnnabagi Matmsu Helle
houjikt.haid suksoi soidanad amuk leikha Tana phajana semmkkini hairiye
haha......."	(NAG,NGEN,NCOM)
C10.177	this is true love .god bless you.	(CAG,NGEN,NCOM)
C10.70	Congratulations sis go ahead my best wishes with you 👍👍	(NAG,NGEN,NCOM)
C10.63	Nungbu nungcnrdi eigi bordagi nakhoi Ani tekda kaidana thungnaba oiyu	(NAG,NGEN,NCOM)
C101.627	Meitei Hindu taba yamna wai identify masak khanghanninge	(CAG,NGEN,NCOM)
C95.465	Proud to be a manipuri pangal	(NAG,NGEN,NCOM)
C10.180	Nungai yaifana pallo..	(NAG,NGEN,NCOM)
C130.149	Ekai khangdbi C houjic su ekaidri	(OAG,GEN,NCOM)
C101.951	Congress party zindabad	(NAG,NGEN,NCOM)
C101.363	Raj n haibda tiken ga bijoy khumba ngmdre chopehe	(NAG,NGEN,NCOM)
C10.116.3	"Umendra Yengkhom , Allah d nungc ba ntte akhoi na ninjariba latchri jagt si gi
mpuni"	(NAG,NGEN,NCOM)
C12.75	noi meitei gaina wa makha taningde	(CAG,NGEN,NCOM)
C10.133.2	@simple guy Ei ymna penkhide thwdokse	(NAG,NGEN,NCOM)
C12.137	"Ebungo ng ngaorabro ng karmba mino ngse ngaore haiba ng khngdra malle echn
echegi ejat mang ngaga ng kari nungaibano eramdam manipur asibu leikha taraga
ng nungaibro ho angaoba ng kari oirige ngbu kaym chumna lkke"	(OAG,NGEN,NCOM)
C130.89	Nub assasin	(NAG,NGEN,NCOM)
C10.91	Nungaina ingna chikna pallu	(NAG,NGEN,NCOM)
C95.196	"Mapan lamda lairik tmba chtlaga lairkti tmdabida organisation semlaga paisa
talaga leiruraba leader oiningbana haraba manipur machasing lairik heiba
sanaranu. Eikhoi ware miym nungcnadaba sillanu keidwge"	(CAG,NGEN,NCOM)
C95.397.1	"asengbamkne pangal gi history pangal khk na eegadabani hairadi lalle.... adubu
majority oiriba hindu na india da insecure oibagum meetei na oirkapasisu
ngakpa faodaba ngamde masi meetei gi convincing attitude khra watle haina
loue. amabu oiro amabu oiroi punna leiminnaragadaba akhoi masen marakta
misunderstanding ama leibasi tunggi oina ymna khudongthiningaini"	(CAG,NGEN,NCOM)
C10.186	Nungai yaifana panba oiuo punc chuppa kaina dba oiuo moina thingbei matik ntte	(CAG,NGEN,NCOM)
C115.52	Mathang su sat lan c tham bal B J P gi 3tam bal 😆😆😆😆😆🤠🤠🤠🤠🤠🙋‍♂️♥️♥️♥️♥️♥️🥁🥁🥁	(NAG,NGEN,NCOM)
C12.112	"chumi kangleipak asid lierib mipung khudingmk Suningde adubu aegidi em,ech
ngktni premila khundarkpam"	(NAG,NGEN,NCOM)
C95.83	"meetei/meiteina hindu gi laining lourabsu meetei/meitei gi oiba lainingi
chatnabi amafaoba miraiba yaode aduga houjikti thenglabsu thengna reality
khangna hanjinba ngamnaba hotnaraklibra haina khalli ...."	(NAG,NGEN,NCOM)
C10.175.1	"@Nadeem Thawai Kochi ama yaoriye nggise, hoi Muslim na lwbasu fei ado Meeitei
na loubana hena fattro lam kandanaba mi siri khuding sum fum leird leibam ga
leisalak aroida khara leiradi, eigi mot tadi patla pumma leidou saruk ei esa
su sibaga pollution su keisu thoktabi electric na adum mei thabiba. Si
mangaire punc hybu kdwruni siraga loirene ha"	(NAG,NGEN,COM)
C95.206	Arshad ngsi panggi hairdi saorni singbdi khitang watle ko........ Oh apang	(CAG,NGEN,NCOM)
C101.689	Haha last kisidi kumhei tarah🤣🤣🤣	(NAG,NGEN,NCOM)
C130.127	Atombise hnna biswarjit ki wife oidringeida leisabira moura	(CAG,NGEN,NCOM)
C101.404	"Bijoy ce yam lemkhare nokfet2 twraga leiyu haiba ywraba manle yam gentle
oikhare"	(CAG,NGEN,NCOM)
C101.941	"Oja Tiken se ngacdi magi furit pocket 2 panbdo litlktre Thmbal nappa ama
litlise hndk vote ki BJP gi yenthokpa malli..."	(NAG,NGEN,NCOM)
C95.146	Bangladesh pangal oina haibiyo	(OAG,NGEN,NCOM)
C101.655	Raj..... As a future	(NAG,NGEN,NCOM)
C115.146	"Past 2 days bandh do kei kannaba phangkhrage,,,touse hairadi agitation amagi
kannaba kharadang oirasu phangnaba hotnasi,,,"	(CAG,NGEN,NCOM)
C95.416.1	Sembada kari kaige Jalal su mana ngamjaba adu lamdam c gi tourini.	(NAG,NGEN,NCOM)
C95.439	Jalal nang lairik khara pao meitei pagal haibda Kari kaibge	(CAG,NGEN,NCOM)
C95.322.2	"Manipur Dadi piroi.aduga India da houjik Muslims gi Kei Fibam no khangdro?yam
haraorunu"	(NAG,NGEN,NCOM)
C130.181	"Yare ebemma kapsinnarano namaido ekaidro ncha yokpa ngmnqba hotngedi hydraga
nupa koithi2 thidna leirga naskto ubda tin toure nupi khunai chenthnba
hotnbrno"	(OAG,GEN,NCOM)
C115.43	"B j p gi Kokta, thambal satkhibasing houjik nakhoigi naked nangaksamsingduda
namthiraba thambalsingadu ga loinana thoraktuna napap koknaba manipur soup
yaroi haiduna khonjel amatangdi laodana. Pikhodana thambal da vote . Lake
houjik BJP gi ashamed din hahaha."	(OAG,NGEN,NCOM)
C101.932	Bjp gi ani si nataba leitrabo 😂 😭 😂	(NAG,NGEN,NCOM)
C101.853	Bjp muthatlasi mayam	(CAG,NGEN,NCOM)
C95.383.1	Wow...	(NAG,NGEN,NCOM)
C101.955	"EI YENGBA HOUDRI ADO TIKEN GA BIJOY YAORKPASIDA NOKNINGBANA LOIRE...  
SK ANISE KHUPAK NA MAMAI SINGSIDA NPPADI NUNGANI!  
YENGBA HOURAGE ADUGA MAKHA TARKKE"	(CAG,NGEN,NCOM)
C130.179.1	"Yam chumme ekaiba khngde mashagi prestige su amtta yengdre tourise karino.
Nupigi lanbu thengnagadra leibakki potlumbu pugadra khara leiragadi nupase
mental illness oikhidana sarkta thoklk adiii oiiimaahh komaaiii twni. Mee
machana twgadava thabk ni sidi."	(CAG,NGEN,NCOM)
C100.32	"Ok yam chummi somna nganglido adubu mibu warakpa amadi mibu chumthokke
hairabadi phajaba khonlei khonda sijinnabiu... Manipuri language pu regart
toudaba oina thoklambasu yai... Aduga potti kape hairiba mioising adu pharaga
ejat dabi lougadabani.... Nupisinggi maongdusu hanna yengba darkar ti masida
achum aran thinaragadi maikei 2 mak amata chumlamloi."	(NAG,NGEN,NCOM)
C130.175.1	Hntk kini	(NAG,NGEN,NCOM)
C115.96.2	@Levison Phaomei brother you are phaomei and there's no Naga in manipur	(CAG,NGEN,COM)
C115.184.1	"kanglei live hoi chumme pulp punna hwminagadbni eina South Korea pnbdi moigi
unity do klkpgini kanagumba khrna pulp hwminbgi wafmse serious oina hwdokpirk
agadi yam nungaigani"	(NAG,NGEN,NCOM)
C108.51	Sumaina twbje pmjei jati khudigmk nugcnana leiminagdwbne nupase poss khutase	(NAG,NGEN,NCOM)
C12.43	Sub division leirido decentralization of power hydo khngdro	(NAG,NGEN,NCOM)
C10.51	"Laining laisonna  
Sagei kanglupna  
Laining laisonna  
Sagei kanglupna  
Matik natte thingbagi  
Nung c bagi mafamm da....turruururu"	(NAG,NGEN,NCOM)
C101.280	"Bro Raj ng gumba mee manipur c da atangbani wahei khuding gi thamoise penjei
matungdasu bro na anchor adum oibiyu👍👍👍"	(NAG,NGEN,NCOM)
C105.18	Are Indo European our ancestors?	(CAG,NGEN,COM)
C115.187	"When the system fails  
Another power will rise"	(NAG,NGEN,NCOM)
C12.111	"chaokhatpa haibse mitou tambdburo ngahkoina miramda leirga touningba toubda
knana thingge eramda leirgdi lamdamsgi chtnabida saruk yagadaba mfm mtm g
mtung enngadaba ntra. Meeramda thabadi mhei mcng tmnba afaba twba ngmnba
tmnahanbane... aduga wafama mana miyam gi mitta thoudokto dj thingba oina
ukhre... mdu mottugi asoibani... So its better to be quite if u know nothing
about."	(CAG,NGEN,NCOM)
C95.280.4	@Afzal Khutheibam I Love it, we are brothers.	(NAG,NGEN,NCOM)
C101.824.2	Pablo Escobar chume	(NAG,NGEN,NCOM)
C12.144	"Moina adumy twraga eramdam manipurcbu kayam choukhtlakadoino choukhtlakani
hyradi twragene eikhoiju ngangeba wadubo ngge nardam ntrabo puncdubo mafamdud
loicinba yarabo tabada ware"	(CAG,NGEN,NCOM)
C95.47	Onningba ollo keidourage, chap manabadubu	(NAG,NGEN,NCOM)
C101.594	"Da Raj se bjp ma ngangbajida ym swningamdw malle bjp j kharaga hena
khuihningea rip bjp"	(NAG,NGEN,NCOM)
C101.377	"Tokken gi furit c amadi sillaga liitlakebu litlakeba furiit c BJP gi issue gi
furiit ni ne ....."	(CAG,NGEN,NCOM)
C101.431	"Thungaonaba point 2 amuk hairkae ng cjou haiba wahei cdang hairkasu wahei
amatng cbuna haira leigadra"	(CAG,NGEN,NCOM)
C95.351	"Hojick iramdam Manipur mei chakpa yabagi tanja shida atopada kok haidokomshi
kona chamark khanaba yaba nagatani"	(NAG,NGEN,NCOM)
C105.25.2	Thungao haa kokto bera wani	(OAG,NGEN,NCOM)
C130.67	Emung manungi waribu kei kandabda adu saruk nabani yasinou che changdi endro	(CAG,NGEN,NCOM)
C101.940.5	Chowkidar su pelle, confused pappu su pelle aduna regional party da tare	(CAG,NGEN,NCOM)
C105.19.3	"Right to choose any religion in india. Mina religion change twraga noina
wabiriba.... hahaha nokningkhreda😂🤣😂😂"	(NAG,NGEN,NCOM)
C101.541	Hoho Raj loicnba Yadre tourise Mayam pngang ngangdana	(NAG,NGEN,NCOM)
C101.406	"Manipurgi bjpse loire paksu pakte sem saraga ngangbd soiri mymdo
prajada.....bjp gi video singda yengo"	(CAG,NGEN,NCOM)
C95.305.1	"Roja Sanasam Masi ateigi nate luchingba pamnabadagi thokpa ngaktani every
anithokpi"	(NAG,NGEN,NCOM)
C115.214.2	"Haiju haibani manung hutnagi topic sida Manipur independent from India khtna
neinabiradi nungaini aduga guest ti oja dhanabir Laishram and oja jayenta
(tapta) amadi oja dhani nachingba khanabiyu Masi ta ngaiphadaba amani"	(NAG,NGEN,NCOM)
C101.904	Bjp gi me singc meneei macha ngaktani 😂vote suk piroidba ni	(OAG,NGEN,NCOM)
C115.114	"Eikhoina asuk yamna pakhatliba wariba nungnangba faoriba mayam se
karigino.???.. Eikhoina karigi afaba leader, afaba political leader.. khanba
kandadi karigi thawai dri.. election gi matm da leina amadi mana mana pamba,
wakhal khanthadri.. eikhoi punna ahongba afaba lam ama oihansi hairadi eikhoi
wakhal munna khanthasi..adutada eikhoi afaba samas oiba ngamgani khalli"	(CAG,NGEN,NCOM)
C95.441	Well said Bro Arshad.👍	(NAG,NGEN,NCOM)
C115.201	"Parliament winter session will start from 18 november (monday), so by 15th
november (friday) they may sign it and present the bill in winter parliament
session."	(NAG,NGEN,NCOM)
C95.275	Arshad marai tatlenehe ngangbadi haitamina	(OAG,NGEN,NCOM)
C101.424	"Mai Tiken haiba Utin manba c ga Bijoy Haiba hangoiborabi manba c ga yaora d
yngdri kanda gi hwre waba"	(CAG,NGEN,NCOM)
C105.19	Angakpa nupini eiga unaradi fadoubi	(CAG,NGEN,NCOM)
C101.212	Ym Nungai lilase	(NAG,NGEN,NCOM)
C10.156.1	"Makhoidi Islam sandokpagi wakhallon ngaktani,lousinbadang heiba, pithokpadi
yadaba, Manipur se tapna tapna loina lousinlaga"" Manipuristan "" onthokke kanna
manungda silliye."	(CAG,NGEN,NCOM)
C10.173.2	Meitei nupsa pangl nupi louba yde yde khngdro ha	(NAG,NGEN,NCOM)
C101.945	Token kngyet Bijoy apng anise amuk leirmlene onthokna tlleda	(CAG,NGEN,NCOM)
C101.478	Bjp rip amuk hanna laktaba oirasanu india ge laibaksida	(CAG,NGEN,NCOM)
C95.217	"Manipur da leiriba muslim community gi matangda issue ama houjik
thokhalaklibasi kari maramgino aduga masi kanana kari maramgidamak
thokhallibano haibadu hanna mayam punna amuktang aware oiminnakhisi"	(NAG,NGEN,NCOM)
C95.394.4	shkthu haiba ya c arsad c mena muslim eikhoibu usithndnba wa ym ngange	(OAG,NGEN,NCOM)
C101.220	CAB se BJP na suk pammisekeigino.	(NAG,NGEN,NCOM)
C10.174	nungyn pnlu	(NAG,NGEN,NCOM)
C101.662	"Assam da Kolkata BJP sing tana tanadana phuthakhibado adumaina Manipur da
thoktaba oisanu"	(CAG,NGEN,NCOM)
C95.84	"Pangal are not indeginous people of Manipur therefore reservation Shud not
given to them."	(CAG,NGEN,COM)
C95.262	wat iz d name of dis KOKTANG? ISI agent?	(CAG,NGEN,NCOM)
C115.1	"Manipur people's warunu axe over oiduna mathanta sikrani siba ngaireni India
government na moiba IM seradi demon."	(CAG,NGEN,NCOM)
C115.75	"Goswami??  
Is that even a manipuri name  
Sounds like Bengali/Assamese migrants"	(CAG,NGEN,COM)
C101.81	Leikhidraba puthouduna laklaga bjp Da piyu hayrasu piraroy eidi	(NAG,NGEN,NCOM)
C101.260	"Keino hek hairuraga tarun gogoi PM keino thai keino manipur gi khaneij Assam
nate party lui sinine manipurdi keino keisu nate party ma maruni"	(NAG,NGEN,NCOM)
C95.350	Well spoken uncle Jalal.	(NAG,NGEN,NCOM)
C115.204	"Manipur gi CM ama oirga agreement gi wafm mchet amfao khngb ngmdbse ymna
ekainingaini. Matik ymna chadeda"	(CAG,NGEN,NCOM)
C130.71	Khongrehe phoni kaina	(NAG,NGEN,NCOM)
C101.20	Bjp singsay sak adym theresay keigeno	(CAG,NGEN,NCOM)
C101.181	"Ex Minister Dr.Ratankumar is great speech he is more perfect than any bjp
spoke person.bjp spoke person is zero knowledge about [CAB.is](http://cab.is/)
Manipur bjp is not an indigenoush people.why they like CAB?why they only for
their opportunity.Bjp murdabad."	(OAG,NGEN,NCOM)
C101.448	Woow aneiba spokeperson ngaktani sidi	(NAG,NGEN,NCOM)
C95.12	"Reservation pibagi notice thokpa mtm da d yettene.  
  
manipur da leiba pangal khudingmk ningthouna pikhiba yumnak yaodabasing
Refugees ngaktani. Deport twkhidwni. SM Jalal su yaokhrani adei d.  
Yumdangbana Keinaba.  
  
Dear SM Jalal, do not try to over-write History."	(OAG,NGEN,COM)
C101.526	"Congress spokes person singse meiteism di fajna oire adbu manipurism di oiba
ngamdouribra chingnani ngai oiribra khalli....haanna pangba konna
singba....hao/tribal ngantana oininglamdaba ...... adu oirabadi nagaland amadi
mizoram gum .....safeguard khra makheidi eikhoi manipurda phsoramdoubani."	(CAG,NGEN,NCOM)
