ID	Text	Labels
C1030.55	মুসলমান হতেই পারেনা	(NAG,NGEN,COM)
C1035.218.2	"@Game Changer aai gulo it cell er account. Ader biruddhe kao kotha bolben na.
Era onath sisu. Jounopalli te eder ojana ek birje eder jonmo . Era choto theke
maa boner sneho paini. Era meye der k somman dite jane na. Voggo ponno hisabe
vabe. Eder mukh theke galigaloj chara r kichu sunte paben na. Era YouTube e
cmnt korle 10paisa pai. Maa bon hara onath sisu der aaituku amara sovvo
somajer lokera oder bhikha hisabe dite pari. Oder kaj bjp hoye prochar kora
tatae maa bon bhai oisob ora dekhe na. Ora onath it celler sontan."	(OAG,GEN,NCOM)
C1035.218.4	@Zahirul Islam 10 বছরে অনেক কাটমানি খেয়েছিস	(OAG,NGEN,NCOM)
C1038.189	jai shri ram	(NAG,NGEN,NCOM)
C1040.267	Tui gorur mut kha hindur bachcha	(OAG,NGEN,COM)
C1034.2.1	ধন্যবাদ 🙏	(NAG,NGEN,NCOM)
C8.5314	andi mandi shandi tu randi	(OAG,GEN,NCOM)
C46.242.4	"@AVIJIT NANDI
আর হিন্দুর জাত রা তো 😃😃দুর্গা পুজোর সমই 8/10 জন মিলে একটি মেয়ে কে রেপ করছে তার
বেলা কি বলবেন আপনি
আপনারা এতে অংহকার করছেন কিভাবে"	(OAG,NGEN,COM)
C61.518	"Jamon ranu tamon reporter...duto e gandu r saytan club er saytan gulo o puro
gandu"	(OAG,GEN,NCOM)
C1038.206	"jabtak tri -color chor k bhagwa jhanda national flag nehi ho jata, jana gana
mana chor kar vande mataram national anthem nehi banta tabtak main india ho
hindustan nehi kahenewala"	(CAG,NGEN,NCOM)
C1040.388	ওকে দ্রুত আইনের আওতায় আনা হোক। আমরা মুসলমানরা কি শুধু ললিপপ চুষবো!!	(NAG,NGEN,COM)
C1037.18	BJP jindabad	(NAG,NGEN,NCOM)
C1035.216	Isf jendabad	(NAG,NGEN,NCOM)
C1034.11	উক্ত শক্তি সঙ্গম তন্ত্র গ্রন্থ খানি প্রকাশ করে প্রচারের উদ্যোগ নিন।	(NAG,NGEN,NCOM)
C62.242	অপুর সেক্স সের জন্য সব করতে পারে মাগি	(OAG,GEN,NCOM)
C1040.38	নাউজুবিল্লাহ	(NAG,NGEN,NCOM)
C1040.90	Ei Hindu bhai jane na dakhi te muslim morechhe 5 Jan ar hindu morechhe 29 jan	(NAG,NGEN,NCOM)
C1030.9	"সত্যিকি মুসলিম যদিওমুসলিম হোয়েথাকে তো অন্যায়কোরেছে ওর সাস্তি পাওয়ার দরকার
সুধরেযাক"	(OAG,NGEN,COM)
C1038.258.1	Zindabad Islamic Slogan Always Try to say Jai Jai RSS	(NAG,NGEN,COM)
C1038.226.1	Subho Ram Nabami	(NAG,NGEN,NCOM)
C1035.182	"আববাস একটা 
BJP র দালাল 
এটাই মনে করি"	(OAG,NGEN,NCOM)
C45.69	"এইখানে সব গুলো মেয়ে মানুষের প্রতারণার শিকার কিন্তু আপনি যে কেমন পরিবারের
মানুষ তাদেরকে এইভাবে মিডিয়াতে প্রকাশ করা উচিত নয়"	(NAG,NGEN,NCOM)
C61.1185	বাল ছাল রানু ভিখারীর বাচ্চা	(OAG,GEN,NCOM)
C44.197	এরা ভাই বোনের সম্পর্কের শব্দটা কতোটা নোংরা করে দিচ্ছে	(NAG,GEN,NCOM)
C1036.5.1	India Ki Tor baper sompod	(OAG,NGEN,NCOM)
C68.707	Ranu mondal maderchod	(OAG,GEN,NCOM)
C65.192	পতিতার চেয়েও খারাপ পরিমনি	(OAG,GEN,NCOM)
C1040.287	Allah or upor gojob najil koruk	(NAG,NGEN,NCOM)
C1040.14	Islam Is Religion, It Is Political Ideology	(CAG,NGEN,COM)
C1038.186.1	@Sephiroth best reply 😂😂😂😂	(NAG,NGEN,NCOM)
C48.14	ai magi k khon korli sob thik hobe ma namer kolonko...paka noti	(OAG,GEN,NCOM)
C65.47	mediya jogote jeto meye ache sob gula potita	(OAG,GEN,NCOM)
C1038.246.1	#ERROR!	(NAG,NGEN,NCOM)
C62.182	তুই একটা খান কি তুই টাকার জন্য সবকিছুই করতে পারবি	(OAG,GEN,NCOM)
C1035.208	"আচ্ছা, সেক্যুলার হিন্দুদের কাছে একটা প্রশ্ন আছে। যদি কাল আর একটা পাকিস্তান
অথবা মুসলিমদের জন্য আর একটা দেশের জন্য ভোট হয় তাহলে এই আব্বাস এবং সমস্ত
সেক্যুলার মুসলিমরা কোথায় ভোট দেবে?"	(CAG,NGEN,COM)
C1040.374	Salare ban baincodere ban	(OAG,NGEN,NCOM)
C8.404	jaana randi	(OAG,GEN,NCOM)
C1034.38.1	"দাদা জাতি পাঁতি মানা ঠিক কথা নয়। কিন্তু আমাদের এই আলোচনা করা শুধুমাত্র জ্ঞান
লাভের জন্য, জানার জন্য, আর কিছু নয় আপনার মূল্যবান সময় নষ্ট করে কমেন্ট করার
জন্য ধন্যবাদ🙏🙏"	(NAG,NGEN,NCOM)
C61.192	tor gude bara sali khanki magi	(OAG,GEN,NCOM)
C1039.265.5	madarchod bjp	(OAG,NGEN,NCOM)
C1038.222.3	Arindam Bhattacharya Throw the communisam out	(OAG,NGEN,NCOM)
C1039.226	Jab muslim ka moharram hota hai toh woh log arms nikaal k show up karte hai aur agr aaj ram ji ka astra nikaal liye toh problem ho gaya media ka sala chamcha	(OAG,NGEN,NCOM)
C58.184	Ranur pi6one maro 😆😆	(OAG,NGEN,NCOM)
C8.5220	randi mode on	(OAG,GEN,NCOM)
C61.1853	she holo international level er khurati	(OAG,GEN,NCOM)
C1038.135	jay shree raam ...	(NAG,NGEN,NCOM)
C1035.226	জারজ আব্বাসের ধোন কেটে দেওয়া হবে	(OAG,GEN,NCOM)
C1030.13	"এত দম রাখিস তো , মুখে চাপা দিয়ে রেখেছিস কেনো? 
নিজে একটা মেয়ে হয়ে Onnyo মেয়ে দের গালি দিচছিস ? 
ওর হাতের tatoo টা তো আমারॐ om shakti trishul লাগলো 
আর হাতে একটা লাল ধাগা/ তাগা পড়ে আছে....... 
আমার তো একে একজন হিনদু ই লাগছে.... 
Sorry এটা তোর jonnyo👠👡👠👡👠👡👠👡👠👡👠👡👠👡👠👡👠👡"	(OAG,GEN,COM)
C45.632	"Guder number ta aage jene
Tr pr ghorer number ta janbi🤣🤣🤣😂"	(CAG,GEN,NCOM)
C45.216	"বাহ চুদিরভাই বাহ আর কোন ভিডিও পেলি না এসব করে কি ফল হবে ওরা পেটের দায়ে সব
রাস্তায় নেমেছে তোমাদের মতো ভালো মানুষ এসব কাজ করে সমাজের উচ্চ পর্যায়ের
লোকেরা এসব করে অগোচরে"	(CAG,GEN,NCOM)
C60.525	bal chuda ranu magi..	(OAG,GEN,NCOM)
C1048.172	Sob baler maye	(OAG,GEN,NCOM)
C1049.24	Dirty, immoral, savage killing politics	(NAG,NGEN,NCOM)
C61.275	বাল	(OAG,GEN,NCOM)
C60.147	magi gulo k aber rastar vikari banao	(OAG,GEN,NCOM)
C1039.121	je nabalika khete payna tar photos tol	(OAG,NGEN,NCOM)
C46.235.2	"Soondori hindu meye dekhle musahalman der bara dariye jai. Tai tara dhorshon
korbei."	(OAG,GEN,COM)
C44.16	এই নাটকের সবাই গুসটি চুদি	(OAG,GEN,NCOM)
C1035.46	Vijan jindabat	(NAG,NGEN,NCOM)
C61.2120	ami tor bura gude don dukhabo khub valo kore chudbo sali magi	(OAG,GEN,NCOM)
C1029.4.2	"@Shan Debbarma <https://en.m.wikipedia.org/wiki/Hindustan> aaai nao Tripura
bharvarsha part chilo ki indipendent neighbouring deshr modhe Sudhu Nepal at
Bhutan part chilo nah baat Baki sobhi Indian part chilo dekhe nao."	(NAG,NGEN,NCOM)
C1038.236	I'm bangladesh hindu hindustani hindu ak ho muslim mukt hindustan banao	(OAG,NGEN,COM)
C61.1736	এই গুলাকেই বলে মাদার চুদ, সালি নেংটির জাত	(OAG,GEN,NCOM)
C1036.23.1	Tui khankir chhele kothakar	(OAG,GEN,NCOM)
C1048.108	Ke baba....ke jane...	(OAG,GEN,NCOM)
C58.68	Khanki mawndol ...	(OAG,GEN,NCOM)
C1038.82.1	"Oil er ja dam..gvt vortuki dik..obossoi dbo oil njr machine e..totodin na hoy
chillalm tel kine dewar jnyo"	(CAG,NGEN,NCOM)
C1038.235.2	Wish you once again a very happy Ram Navami!	(NAG,NGEN,NCOM)
C1039.230	Tmc zindabad. Bjp kutta guloke kelanir dorkar.amra west bengal e hindu muslim vai vai. Je er moddhe agun jalabe tadike kelanir proujon.	(OAG,NGEN,NCOM)
C1039.116	Astro Muharram a muslim der haat a hole ota Legal Kintu Ramnabami te vul. Muharram a bacha ra kukri niye ghurte pare tkhn NGO ra kothay thake ? [#ABPAnanda](http://www.youtube.com/results?search_query=%23ABPAnanda)	(OAG,NGEN,NCOM)
C67.106	tomar to aga e fatano cilo.	(CAG,GEN,NCOM)
C1037.12	very Good bjp only	(NAG,NGEN,NCOM)
C61.1827.1	"Right bondhu etodin jader sathe thakche tader k oshomman korche shali khangkir
buri"	(OAG,GEN,NCOM)
C1035.296	"51🔴২০০৫-০৬ সালে যেখানে তথ্য প্রযুক্তি-তে কাজ করতেন ৩২ হাজার মানুষ, সেটাই
২০০৮-০৯ সালে বেড়ে দাঁড়ায় ১ লাখ। 
 
52🔴২০০৫-০৬ সালে তথ্যপ্রযুক্তিতে রপ্তানি বাবদ পশ্চিমবঙ্গ আয় করেছিল ২৭০০ কোটি
টাকা যা ২০১০-১১ সালে বেড়ে দাঁড়িয়েছিল ৬,৪০০ কোটি টাকা। 
 
53🚩২০০৬ সালের ১৮ মেঃ- 
সিঙ্গুর-এ মোটর কারখানা গড়ার জন্য রতন টাটার সঙ্গে চুক্তি স্বাক্ষর। 
 
54🚩২০০৬ সালের ৩১ জুলাইঃ- 
নন্দীগ্রাম-এ কেমিক্যাল হাব তৈরী করতে ইন্দোনেশিয় সেলিম গোষ্ঠী-র সঙ্গে চুক্তি
স্বাক্ষর। 
 
55🚩২০০৭ সালের জানুয়ারিঃ- 
শালবনি-তে নূন্যতম ৩৫০০০ কোটি টাকা বিনিয়োগের সহায়ক পাওয়ার প্ল্যান্ট প্রজেক্টের
চুক্তি স্বাক্ষর জিন্দাল গ্রুপ এর সঙ্গে। 
 
56🚩২০০৮ সালের এপ্রিলঃ- 
ইনফোসিস (রাজ্যে ১ম বিনিয়োগ) ও উইপ্রোর (রাজ্যে ২য় বিনিয়োগ) সঙ্গে চুক্তি সাক্ষর। 
 
57🚩২০১০ সালের ১৫ সেপ্টেম্বরঃ- নোনাডাঙায় আইটি পার্কের শিলান্যাস। 
 
58🔴সমগ্র দেশের মধ্যে - মাত্র ৩% ভূমি সংস্কার যোগ্য জমি পশ্চিমবঙ্গে হলেও,
ভারতের মোট ভূমি সংস্কারের ২২% এ রাজ্যেই সম্ভবপর হয়েছিল। ভূমি সংস্কারের মধ্যে
দিয়েই ৩০ লক্ষেরও বেশি কৃষক-কে ১১,২৭,০০০ একরের-ও বেশি জমি বন্টন করা হয় এ
রাজ্যেই। ফলস্বরূপ পশ্চিমবঙ্গ, কৃষির বিভিন্ন ক্ষেত্রে শীর্ষ স্থান অধিকার করতে
সক্ষম হয়। 
 
ঐ ৩৪ বছরে-ই পশ্চিমবঙ্গ........ 
59⚀ ধান উৎপাদনে ১ম, 
60⚀ সবজি উৎপাদনে ১ম, 
61⚀ আনারস উৎপাদনে ১ম, 
62⚀ লিচু উৎপাদনে ২য়, 
63⚀ আলু উৎপাদনে ৩য় এবং 
64⚀ আম উৎপাদনে ৮ম স্থান 
\- অধিকার করতে সক্ষম হয়। 
 
65🔴সমগ্র ভারতের ১৫% সবজি ও ফল, এ রাজ্যেই উৎপাদন হত ঐ ৩৪ বছরে। 
 
66🔴দেশের মোট মৎস্য বীজ উৎপাদনের ৬২% সহ টানা দেড় যুগ ধরে পশ্চিমবঙ্গকে মৎস্য
চাষে শীর্ষ স্থানাধিকারী করে রাখতে সক্ষম হয় সমগ্র ভারতের মধ্যে ঐ ৩৪ বছরে-ই। 
 
67🔴এ ছাড়াও শিল্প বিনিয়োগে, দেশের মধ্যে ৩য় স্থান দখল করতে সক্ষম হয়, ঐ ৩৪ বছর
সময়কালে-ই (১৯৯১ - ২০০৮)।"	(NAG,NGEN,NCOM)
C1048.118	"Its so sad to see the comments here..you guys please give up ur smartphones
because you deserve to be send back to 1821..let her be..whoever she is..or he
is..evey human has the right to live his/her life until its harming anyone
else.."	(CAG,NGEN,NCOM)
C59.178	👏👏👏👏🤦‍♂️🤦‍♂️🤦‍♂️🤦‍♂️	(NAG,NGEN,NCOM)
C1039.214	ABP toke koto taka dilo tmc ai news ta dekhanor jonno?? Mamatar pond chatuya abp news	(OAG,NGEN,COM)
C1039.160	Jay shri raam	(NAG,NGEN,NCOM)
C60.190	patha choda r bal	(OAG,GEN,NCOM)
C61.2139	কালি তোকে শুয়র দিয়ে চুদে নেওয়া লাগবে	(OAG,GEN,NCOM)
C44.249.3	"Bokacoda Quran porsis jibone.islam bai boner bibaho sompurno haram kore dice
bujli madarcod"	(OAG,GEN,NCOM)
C1039.58	koto ar chatbi	(OAG,NGEN,NCOM)
C1040.244	Sala malur jat. Toder kalla katbo insalla.	(OAG,NGEN,COM)
C1048.210	Hoichoi New Webseries- Baba Ke???	(NAG,NGEN,NCOM)
C61.1198	রানু মাগির ভাব বেড়ে গেছে	(CAG,GEN,NCOM)
C61.603	কুত্তার মতো পিটবো খানকির মেয়েকে বেয়াদব খারাপ	(OAG,GEN,NCOM)
C1048.223.5	তুমি কি খুব বড়লোক? তাহলে এটা সম্ভব ।।😂😂😂😂😂	(NAG,NGEN,NCOM)
C1039.164	perlay thakan	(NAG,NGEN,NCOM)
C1035.35	গরীবের কথা বলেছেন ভাই জান	(NAG,NGEN,NCOM)
C1038.177	জয় শ্রীরাম	(NAG,NGEN,NCOM)
C66.40	মেয়েরা আসলেই লোভী	(OAG,GEN,NCOM)
C61.215	Sala kutti	(OAG,GEN,NCOM)
C1035.82	ভাইজান জিন্দাবাদ ISF জিন্দাবাদ	(NAG,NGEN,NCOM)
C62.309	এই মাগীকে নিয়া আর ভিডিও বানাবেন না অন্য কিছু করবেন আমরা দেখবো	(OAG,GEN,NCOM)
C44.237.3	"@Debkanta Bagdi tui agey nijey bojh behenchod ,, boro boro kotha didi key ma
bhabis to jene suney ekta এঁড়ে মরদ এর কাছে কেন তুলে দিস ও কি তোর মাকে ধুপ দিয়ে
পুজো দেয় নাকি ,,, প্রেম কে সন্মান দিতে শিখ ,, কাম কাম বলে কাম এর প্রতি এত ঘৃণা
দেখাস কেন ,, কাম এর ফলেই এ জগৎ তুই আমি সবাই , , কাম হল একটা রাজস গুন ,, কিন্তু
তুই ছিনাল এগুলো বুঝলে তো ,, পানের থেকে চুল খসলেই গালি ই দিতে জানিস ,, তুই আর
একটা বলদ এর মধ্য কোনো তফাৎ নেই"	(OAG,GEN,NCOM)
C1039.261.2	chutiya	(OAG,NGEN,NCOM)
C1048.214	পরো rd	(NAG,NGEN,NCOM)
C46.261	Khankir chele sob molla gulo kei fasi deoaa uchit chilo	(OAG,GEN,COM)
C1035.262	Tumi BJP er dalal	(OAG,NGEN,NCOM)
C1030.56	মুসলিম না এই মেয়ে	(NAG,NGEN,COM)
C1040.194	Halai abal	(OAG,NGEN,NCOM)
C1035.317	Muslim ake bodnaam, aro bodnaam korche,,,, abbas	(OAG,NGEN,NCOM)
C1035.239.3	0	(NAG,NGEN,NCOM)
C1040.180	"আর আমরাওতো ঐ হিন্দু কুওার বাচ্চা, খানকির বাচ্চা, মাদারচোদের বাচ্চা, জানোয়ার ও
হায়োআনের বাচ্চার মা, বাবা, বোন ও বউকে কুওা দিয়ে চোদাইতে হবে ।"	(OAG,GEN,COM)
C1040.325	কসাই মোদির অবৈধ সন্তান	(OAG,NGEN,NCOM)
C1035.192.3	@রসুলুল্লা হাবিবুল্লা tui kar jaroj sontan abbas er	(OAG,GEN,NCOM)
C1048.149	"""বাবা জানে বাবা কে "" ...... মা জানে না বাবা কে...... এ কেমন মা,........ মিডিয়া
রা আর কি খুঁজছেন?..... .... মা তো জনেই না....."	(CAG,GEN,NCOM)
C1038.62	Jai sri ram. Jai bjp jago hindu jago.	(NAG,NGEN,NCOM)
C54.1	"apnara je bolchen meyetar dos....meye ta to biswas kore tar sob kichu
diyechilo....ate meye tar ki dos bolun to......arokom chele der ke fhasi dewa
uchit.....asob cheleder barite theke kono sikkba paini....."	(NAG,GEN,NCOM)
C45.689	রেট তো কম আছে কিন্তুক আন্টির করে কি মজা পাবে তুমি।	(OAG,NGEN,NCOM)
C1039.225	Abar Ram ascha Bangla ta dakh abar ki hoy,,Joy Shree ram	(OAG,NGEN,COM)
C61.2246	অহংকারী মাগীর	(OAG,GEN,NCOM)
C1034.42.1	রাইট	(NAG,NGEN,NCOM)
C1039.244	Khub Bhalo.....molla der shukiye geche	(OAG,GEN,COM)
C61.56	Ranu khanki magi	(OAG,GEN,NCOM)
C1038.245	"Didi godi bacao bangla te r nai tumi ..... 
Jai sri rum"	(CAG,NGEN,NCOM)
C1039.135	ar sange rupa ar laket nei ni.	(NAG,NGEN,NCOM)
C1048.193	লজ্জা লাগা দরকার। দারুণ লজ্জার ব্যাপার ।	(NAG,NGEN,NCOM)
C1039.181	Tmc ke chamche sale	(OAG,NGEN,NCOM)
C59.2194	Khanki.. 🤜🤛🤛🤛🤜	(OAG,GEN,NCOM)
C1048.24	Porokiya Zindabad 👍🏻	(CAG,GEN,NCOM)
C1040.205	হালারপু তুই আই	(NAG,NGEN,NCOM)
C1034.24.2	"@Matias Trevor Thank you, signed up and it seems like they got a lot of movies
there :D I appreciate it!"	(NAG,NGEN,NCOM)
C44.236	চুদাচুদীর মত মজা আর কিছুই নয় চুদেচুদে ফাটিয়ে দাও সবাইকে সবাই	(OAG,GEN,NCOM)
C1034.34.5	"Can you tell me how much percentage are getting the reservation benifits. You
will feel ashame to find the fact and figures. We proudly tell that we are
liberal but practically many of us come to a conclusion without knowing the
fact and figures. My opinion is that due to prevailing reservation system many
Bonafide reserved category people deprived and not recognise their quantities.
We question reservation when job is concern but never agree to accept them
when any relationship or social equality questions arise. For your information
it is less than 1 percent that reserved people enjoy with respect to the job
availability. No private organisations follow the reservation policy but major
jobs are from private organisations. Further no common marit list is followed
even in government schemes. Gentlemen please review the sc st social position
in our country and I am sure you will agree with me that the large number of
people's need to be uplift becouse they are our country men and our brothers
and sisters."	(NAG,NGEN,NCOM)
C65.396	ওর মতো মাগিই এখন আমাদের দেশে বেশি	(OAG,GEN,NCOM)
C1035.208.3	"@Big monster oiii tor jonmer thik nhi tor make jigasa korbi tor jonker age 9
koner kache suya chilo"	(OAG,GEN,NCOM)
C1038.204	I ᴛʜɪɴᴋ ᴀʙ Bᴀɴɢᴀʟ ᴍᴇ ʙʜɪ ʙʜᴀɢᴡᴀ ʟᴀʜʀᴀʏᴇɢᴀ 🇮🇳🇮🇳	(NAG,NGEN,NCOM)
C1040.341	শয়তানি দুনিয়াতে জতদিন থাকবি	(CAG,NGEN,NCOM)
C1035.6	ভাইজান জিন্দাবাদ	(NAG,NGEN,NCOM)
C1038.279	Are these white jackals gang missionaries?	(NAG,NGEN,NCOM)
C1030.23	"Dada esob khanki der video upload korben na..doya kore..era kono manusher
modhay porena.."	(OAG,GEN,NCOM)
C58.469	U akta petni	(CAG,GEN,NCOM)
C1033.6	"যুগ যুগ ধরে এরকম অপব্যাখ্যার প্রচলন হয়ে আসছে। নানারকম সিনেমা, অভিনয় দ্বারা
শুদ্রদের আত্ম সম্মান হনন করে, ব্রহ্মণদের প্রতি বিদ্বেষ, ঘৃণা এবং অশ্রদ্ধা
সৃষ্টি করা হয়। যার ফলে হিন্দুদের একতা নেই। অথচ দেখ, ব্রাহ্মণের মুন্ডন,
চূড়াকর্ন, কর্ন ছেদন, অন্নপ্রাসন, বিবাহ, শ্রাদ্ধ প্রভৃতি সংস্কার কার্যে শূদ্রের
ভূমিকা সবার আগে। জন্মের পর খৌরকর্ম, ব্রাহ্মণের পৈতা ধারণ করার জন্য নাপিত
দরকার, বিয়ের পিঁড়িতে বসার আগে নাপিতের দ্বারা শুদ্ধি কর্ম করানো হয়। তা সত্ত্বেও
সিনেমায় দেখানো হয় যে, ব্রাহ্মণরা শূদ্ৰদের ওপর অত্যাচার করে, শূদ্ররা ঘৃণ্য। যার
ফলে এসবের প্রভাব সত্যি সত্যিই সমাজে প্রতিফলিত হয়। 
 
যারা বিবেকবান, এবং নিজের সংস্কৃতি সম্পর্কে অবগত। তারা নিশ্চয়ই এসব C-গ্রেড
সিনেমার দ্বারা প্রভাবিত হবে না। তারা সমাজকে সঠিক পথে এগিয়ে নিয়ে যেতে সহযোগিতা
করবে।"	(OAG,NGEN,NCOM)
C1040.346	ওরে আমি পারলে এক কোব দিয়ে কললা পালিয়ে দিতাম	(OAG,NGEN,NCOM)
C1038.64	Jai shri raam bhai log	(NAG,NGEN,NCOM)
C1040.122	আমি ভীত মুসলিম। কিন্তু আক্রমণাত্মক।	(CAG,NGEN,NCOM)
C1039.247.3	Md Abdul Hakim Muharram a ki hoi tahole chodna kathi	(CAG,NGEN,NCOM)
C1030.44	"apni ei meye ke muslim bolchen keno ? ei meye surote tar mathar tilok dekhache
ei khial korenni. Andaji musolmaner bodnam korchen keno.ei meyeti to hindu"	(NAG,NGEN,COM)
C1039.145	jay sree ram	(NAG,NGEN,COM)
C45.313	"এদের কি ভাতার নেই টাকা রোজকার
করার জন্য"	(CAG,GEN,NCOM)
C1048.114	"ও সন্তানের বাবার নাম বলবে কিকরে? যেসব মেয়েদের পতিতা মনবৃত্তি হয় তারা সন্তানের
পিতৃপরিচয় দিতে পারে কখনো?"	(OAG,GEN,NCOM)
C1035.199	Isf zindabad	(NAG,NGEN,NCOM)
C1038.268	bikaner's listng song	(NAG,NGEN,NCOM)
C1038.42	super nice Ram nmi bhi	(NAG,NGEN,NCOM)
C62.321.1	এই সাজেদা তুই একটি মাগি বেশ্যা অপু মাগি নয়।তুই একটি খানকি	(OAG,GEN,NCOM)
C54.3	"মেয়েদের চরিত্র এই রকম না না করবে আর বিছানায় শুইয়ে পরেবে। আমার ভয় করে বলবে আর
নিজ হাতে পাজামার গিট্টু খুলে দেবে।"	(CAG,GEN,NCOM)
C52.84	malura akta khankir pola	(OAG,GEN,COM)
C60.455	magi hoise kukurer munu..r gurur moto muk	(OAG,GEN,NCOM)
C1038.86	Onek vlo laglo	(NAG,NGEN,NCOM)
C68.111	magi ranu	(OAG,GEN,NCOM)
C1040.121	কে কে মানেন এই বেদীন। মূর্খ বা অর্ধশিক্ষিত like দিন।	(OAG,NGEN,NCOM)
C1034.57	"ধন্যবাদ সুন্দর তথ্য উপস্থাপনের জন্য । কিন্তু আপনার বাংলা পড়া খুবই দুঃখ জনক ।
সুতরাং প্রেকটিস করে ভিডি ও করলে ভালো হবে কারণ এটি অনেক জ্ঞানী গুনি মানুষ দেখে
থাকেন তাই বলছি মনে কিছু নিবেন না ।"	(NAG,NGEN,NCOM)
C1039.219	Ananna je apni koto ta das vokto	(CAG,NGEN,NCOM)
C61.886	"tr gan sunle amar kan diye birjo paat hoi re bal... teri meri teri meri kan
diye pore birjo jodi suni panu di r gan. .. ai gan ta better.. ranu di gan
chere akta panu r channel kholo"	(CAG,GEN,NCOM)
C45.329	শেষে তুমি দাদা চুদে ছিলে তাহলে কমেন্টে জানাবেন	(CAG,GEN,NCOM)
C1035.302	TMC CPM khangress isf keya baat	(NAG,NGEN,NCOM)
C1048.97	Tui r mukh bajas na.....bejonmar maa......r hijra hlo bap......	(OAG,GEN,NCOM)
C1040.362	গোমূত্র, গোবর খেয়ে ফাজলামি করছে।	(CAG,NGEN,NCOM)
C1039.161	Ami suman ke challenge korchi amar songs torko lorai hobe ABP	(NAG,NGEN,COM)
C44.317	Vai bon noy ,didi vai er modde prem 😅😅	(NAG,GEN,NCOM)
C1035.285.2	"@Prosenjit Sarker ha আসমান মানে jano na high educated chutiya 😂😂🤣🤣😂😂ay tor
মাথার উপর jei sky a6e na otar মত 7 ta a6e tar upor আল্লাহ a6e. 😇. Tor বিজ্ঞানে
যেটা মহাকাশ bujli modi জুনিয়র 🤣🤣🤣"	(OAG,NGEN,NCOM)
C1048.180	"নির্লজ্জ বেহায়া অসভ্য মহিলা নুসরাত। ও কি করে ওর সন্তানের আসল বাবার নাম জানবে।
ও কত লোকের সাথে পাগলামি করেছে তাতো ও নিজেই জানেনা।তাই ডি এন এ টেস্ট ছাড়া এই
জঘন্য কাজ টি কে করেছে জানা সম্ভব নয়।"	(OAG,GEN,NCOM)
C55.128	ও সারা শুয়োরের বাচ্চা খানকির বাচ্চা মাগির বাচ্চা শালা হিজরা	(OAG,GEN,NCOM)
C1040.339	এইটা বাংলাদেশ সরকার দেখবেনা,,,,,,	(NAG,NGEN,NCOM)
C1035.11	ভাই জান	(NAG,NGEN,NCOM)
C1039.241	Oto ostro ostro ki kor6en muharram to dukker mi6il sekhane katakati kore ba66ara okhane ki6u bolena vote kome jabe bole..... r ekhane ostro beriye6e bole eto somolochona channel gulor o kotha vabi....lojja hoba uchit.......	(OAG,NGEN,COM)
C1040.46	খানকির ছেলে জন্মের ঠিক আছে?	(OAG,GEN,NCOM)
C1048.75	"Ae rastar nosto maya taka jara patta day tara o rastar oe ake jatar  
Ae sob didir kajar lok gulo chereacha tadar jonnoy aj ato kharap hoccha state  
Odar & didik talebana mayadar moto kora dorkar toba thik hoba"	(OAG,GEN,NCOM)
C1048.1	খানকি বিয়ে করার আগেই বাচ্চা হইছে ওর ভোদায় মরিচের গুড়া দিতে হবে	(OAG,GEN,NCOM)
C1039.247.4	Sumon Mazumdar, danga to tmc amole e hoye6e (purulia,dhulagarh).	(OAG,NGEN,COM)
C1039.218	Bjp bjp bjp bjp.....jay sri ram...	(NAG,NGEN,NCOM)
C1039.30	Dalal media aita	(OAG,NGEN,NCOM)
C1048.120	Eisob b*l gulo ekhn WB er garbo......	(OAG,GEN,NCOM)
C1030.45	ভাই আমি জানি মেয়েটা মুসলিম না মেয়ে টা শিরাসলি হিন্দু আমি জানি	(NAG,NGEN,COM)
C1033.13.2	ইহুদী, পৌত্তলিক, মুরতাদ, ও কাফির সম্পর্কে আল্লার কি মত একটু খুলে বলুন।	(NAG,NGEN,NCOM)
C1033.17.2	তোমাদের মতুয়া নমঃশূদ্র দের নিজেকে বাঙালি বলে খুব খুশি পাও	(CAG,NGEN,NCOM)
C8.9793	chal madar chod	(OAG,GEN,NCOM)
C1036.31.1	Huyvbb	(NAG,NGEN,NCOM)
C44.225	Ai shalara koydin por nijer maake *******	(CAG,GEN,NCOM)
C68.620	Bainchot toder kothay fatchhe	(CAG,GEN,NCOM)
C61.365	khanki aaaaa baler ranu mondol	(OAG,GEN,NCOM)
C68.1285.1	কোথায় কি হচ্ছে, আর এই শালা র পোদ ফাটছে, বালের ভিডিও দেখাচ্ছে,	(CAG,GEN,NCOM)
C1030.100.5	"একটু মেয়েটার ডান হাতের দিকে লক্ষ্য করুন হাতের ট্যাটু করা আছে অবশ্যই মুসলমানরা
এরকম ট্যাটু করে না"	(OAG,GEN,COM)
C54.69	"thik ache...pujo hobar agee prosad bitoron korle etai hoy...tobe oi khankir
chele take ram dholai deba darkar...."	(OAG,GEN,NCOM)
C46.229.3	Nikita Roy katuya tor mar gude	(OAG,GEN,NCOM)
C1035.263.1	ওরকম মনে হয়।	(NAG,NGEN,NCOM)
C1035.49	ভাইজান জিন্দাবাদ 📩আই এচ এফ সংযুক্ত মোচর জিন্দাবদ	(NAG,NGEN,NCOM)
C1037.45.1	BJP জিন্দাবাদ	(NAG,NGEN,NCOM)
